edad,educacion,nivel_educacional,estado_civil,raza,sexo,nativo,horas_semanal,salario
17,11th,7,Soltero,Blanco,Male,United-States,18,<=50K
32,Bachelors,13,Casado,Blanco,Female,United-States,40,>50K
29,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
33,10th,6,Soltero,Blanco,Female,United-States,35,<=50K
25,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
36,Masters,14,Soltero,Blanco,Male,United-States,40,<=50K
23,HS-grad,9,Soltero,Blanco,Male,Otro,72,<=50K
63,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
47,Masters,14,Casado,Blanco,Male,United-States,40,<=50K
80,HS-grad,9,Viudo,Blanco,Male,United-States,24,<=50K
17,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
40,Bachelors,13,Casado,Blanco,Female,United-States,40,<=50K
30,Assoc-acdm,12,Casado,Blanco,Female,United-States,25,>50K
27,Some-college,10,Soltero,Otro,Male,Otro,40,<=50K
33,Masters,14,Casado,Blanco,Male,United-States,50,>50K
34,HS-grad,9,Soltero,Negro,Male,United-States,60,<=50K
34,Some-college,10,Soltero,Blanco,Female,United-States,40,<=50K
23,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
42,Some-college,10,Casado,Blanco,Female,United-States,40,<=50K
29,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
45,HS-grad,9,Divorsiado,Blanco,Female,United-States,28,<=50K
24,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
44,Some-college,10,Casado,Blanco,Male,United-States,40,>50K
27,9th,5,Soltero,Blanco,Male,Otro,40,<=50K
20,Some-college,10,Soltero,Blanco,Male,United-States,35,<=50K
44,HS-grad,9,Viudo,Negro,Female,United-States,40,<=50K
51,HS-grad,9,Casado,Otro,Male,United-States,40,<=50K
20,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
17,11th,7,Soltero,Blanco,Female,United-States,5,<=50K
19,HS-grad,9,Soltero,Negro,Female,United-States,40,<=50K
45,Some-college,10,Casado,Blanco,Male,United-States,55,>50K
60,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
42,Assoc-acdm,12,Casado,Negro,Male,Otro,40,>50K
44,HS-grad,9,Casado,Blanco,Female,United-States,40,>50K
40,Assoc-voc,11,Casado,Otro,Male,United-States,40,>50K
30,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
38,Some-college,10,Casado,Negro,Male,United-States,50,<=50K
23,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
32,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
44,Assoc-acdm,12,Soltero,Blanco,Male,United-States,40,<=50K
54,HS-grad,9,Casado,Negro,Male,United-States,40,<=50K
32,Bachelors,13,Casado,Blanco,Male,United-States,50,<=50K
50,1st-4th,2,Casado,Blanco,Male,United-States,40,<=50K
24,Bachelors,13,Soltero,Blanco,Female,United-States,20,<=50K
37,HS-grad,9,Casado,Blanco,Female,United-States,60,<=50K
52,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
38,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
49,Masters,14,Casado,Blanco,Male,United-States,45,>50K
30,Bachelors,13,Casado,Blanco,Female,United-States,16,>50K
60,Some-college,10,Soltero,Blanco,Male,United-States,40,>50K
22,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
35,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
30,HS-grad,9,Soltero,Blanco,Male,United-States,60,<=50K
67,Assoc-voc,11,Divorsiado,Blanco,Female,United-States,24,<=50K
46,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
17,9th,5,Soltero,Blanco,Male,United-States,6,<=50K
22,Some-college,10,Soltero,Blanco,Male,United-States,30,<=50K
27,10th,6,Soltero,Blanco,Male,United-States,40,<=50K
23,HS-grad,9,Soltero,Blanco,Female,United-States,35,<=50K
33,Assoc-acdm,12,Casado,Blanco,Male,Otro,45,<=50K
43,Some-college,10,Casado,Blanco,Male,United-States,20,<=50K
28,Bachelors,13,Soltero,Blanco,Male,United-States,20,<=50K
41,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
52,12th,8,Soltero,Negro,Male,United-States,40,<=50K
25,Some-college,10,Casado,Negro,Female,United-States,20,<=50K
63,1st-4th,2,Casado,Blanco,Male,United-States,35,<=50K
59,HS-grad,9,Casado,Blanco,Male,United-States,45,<=50K
45,Bachelors,13,Divorsiado,Blanco,Female,United-States,40,<=50K
38,Bachelors,13,Casado,Blanco,Male,United-States,60,>50K
40,HS-grad,9,Soltero,Blanco,Female,United-States,35,<=50K
46,HS-grad,9,Divorsiado,Blanco,Male,United-States,40,<=50K
35,Assoc-acdm,12,Soltero,Blanco,Female,United-States,60,<=50K
34,HS-grad,9,Divorsiado,Blanco,Female,United-States,25,<=50K
33,Bachelors,13,Soltero,Blanco,Male,United-States,20,<=50K
41,HS-grad,9,Divorsiado,Blanco,Female,United-States,36,<=50K
20,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
23,5th-6th,3,Soltero,Blanco,Male,Otro,40,<=50K
26,Some-college,10,Soltero,Blanco,Female,United-States,35,<=50K
72,HS-grad,9,Casado,Blanco,Male,United-States,20,<=50K
23,HS-grad,9,Soltero,Blanco,Male,Otro,40,<=50K
62,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
52,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
58,Some-college,10,Divorsiado,Blanco,Female,Otro,42,<=50K
25,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
24,Bachelors,13,Soltero,Negro,Male,United-States,40,<=50K
19,Some-college,10,Soltero,Blanco,Male,United-States,8,<=50K
43,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
47,HS-grad,9,Casado,Negro,Female,United-States,40,<=50K
39,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
49,Assoc-voc,11,Casado,Blanco,Male,United-States,42,<=50K
53,5th-6th,3,Viudo,Negro,Female,United-States,30,<=50K
32,Assoc-voc,11,Soltero,Blanco,Male,United-States,45,<=50K
34,Some-college,10,Casado,Blanco,Male,United-States,50,>50K
28,HS-grad,9,Divorsiado,Blanco,Male,United-States,45,<=50K
57,Assoc-voc,11,Viudo,Blanco,Female,United-States,38,<=50K
25,Some-college,10,Soltero,Otro,Female,United-States,20,<=50K
20,Some-college,10,Soltero,Blanco,Male,United-States,24,<=50K
21,Some-college,10,Soltero,Blanco,Female,United-States,35,<=50K
34,Bachelors,13,Casado,Blanco,Male,United-States,50,>50K
38,Bachelors,13,Casado,Blanco,Male,United-States,80,>50K
50,HS-grad,9,Casado,Blanco,Male,United-States,50,>50K
24,Some-college,10,Divorsiado,Negro,Male,United-States,50,<=50K
37,Some-college,10,Casado,Blanco,Male,United-States,45,>50K
44,Some-college,10,Divorsiado,Blanco,Male,United-States,58,>50K
28,Some-college,10,Casado,Blanco,Female,United-States,40,<=50K
42,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
74,Some-college,10,Divorsiado,Blanco,Female,United-States,9,<=50K
38,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
44,Masters,14,Casado,Blanco,Male,United-States,40,<=50K
44,11th,7,Divorsiado,Otro,Female,Otro,46,<=50K
26,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
36,HS-grad,9,Casado,Negro,Male,United-States,40,<=50K
41,Assoc-acdm,12,Casado,Blanco,Female,United-States,50,>50K
67,Prof-school,15,Casado,Blanco,Male,United-States,48,>50K
39,12th,8,Casado,Blanco,Male,United-States,50,<=50K
57,1st-4th,2,Viudo,Negro,Female,United-States,30,<=50K
29,Assoc-voc,11,Casado,Blanco,Male,United-States,40,<=50K
31,Bachelors,13,Soltero,Blanco,Female,United-States,45,<=50K
34,HS-grad,9,Soltero,Negro,Female,United-States,40,<=50K
44,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
29,Doctorate,16,Soltero,Blanco,Male,United-States,40,<=50K
30,Some-college,10,Soltero,Blanco,Female,United-States,40,<=50K
27,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
27,Some-college,10,Casado,Blanco,Male,United-States,50,<=50K
32,HS-grad,9,Soltero,Blanco,Female,United-States,45,<=50K
58,10th,6,Casado,Blanco,Female,United-States,8,<=50K
35,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
21,HS-grad,9,Soltero,Blanco,Male,United-States,36,<=50K
28,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
46,Some-college,10,Divorsiado,Blanco,Male,United-States,50,<=50K
36,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
72,11th,7,Viudo,Blanco,Female,United-States,40,<=50K
35,HS-grad,9,Casado,Negro,Female,United-States,40,<=50K
33,Assoc-voc,11,Divorsiado,Negro,Female,United-States,40,>50K
69,11th,7,Soltero,Blanco,Female,United-States,40,<=50K
35,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
31,HS-grad,9,Casado,Blanco,Female,Otro,20,<=50K
34,HS-grad,9,Casado,Blanco,Female,United-States,32,<=50K
30,11th,7,Casado,Blanco,Male,Otro,40,<=50K
28,Bachelors,13,Soltero,Blanco,Male,United-States,55,<=50K
54,Bachelors,13,Casado,Blanco,Male,United-States,35,>50K
47,Some-college,10,Casado,Blanco,Male,United-States,50,>50K
24,HS-grad,9,Soltero,Negro,Female,United-States,40,<=50K
52,Bachelors,13,Casado,Blanco,Male,United-States,60,>50K
20,HS-grad,9,Soltero,Otro,Male,United-States,48,<=50K
43,Masters,14,Casado,Blanco,Male,United-States,45,<=50K
45,7th-8th,4,Casado,Blanco,Female,Otro,40,<=50K
29,HS-grad,9,Casado,Blanco,Male,United-States,35,<=50K
47,Masters,14,Divorsiado,Blanco,Male,United-States,42,<=50K
24,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
51,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
17,11th,7,Soltero,Blanco,Male,United-States,12,<=50K
37,Assoc-voc,11,Casado,Blanco,Male,United-States,40,>50K
27,Doctorate,16,Soltero,Blanco,Female,United-States,70,<=50K
29,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
18,12th,8,Soltero,Blanco,Male,United-States,25,<=50K
36,Assoc-acdm,12,Divorsiado,Blanco,Female,United-States,35,<=50K
58,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
26,Some-college,10,Casado,Blanco,Male,United-States,45,<=50K
65,Some-college,10,Casado,Blanco,Male,United-States,30,>50K
57,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
59,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
27,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
31,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
21,Some-college,10,Soltero,Blanco,Female,United-States,24,<=50K
29,Some-college,10,Soltero,Blanco,Male,United-States,60,<=50K
18,11th,7,Soltero,Blanco,Male,United-States,40,<=50K
52,10th,6,Casado,Blanco,Male,United-States,47,>50K
57,Bachelors,13,Divorsiado,Blanco,Male,United-States,80,<=50K
42,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
55,HS-grad,9,Casado,Otro,Female,United-States,40,<=50K
60,7th-8th,4,Soltero,Blanco,Male,United-States,48,>50K
31,Bachelors,13,Casado,Blanco,Male,Otro,40,>50K
23,Bachelors,13,Soltero,Blanco,Female,United-States,40,<=50K
27,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
23,Some-college,10,Soltero,Otro,Female,United-States,25,<=50K
42,Prof-school,15,Casado,Blanco,Male,United-States,50,>50K
25,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
49,Bachelors,13,Soltero,Blanco,Female,United-States,45,<=50K
32,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
19,Some-college,10,Soltero,Blanco,Male,United-States,28,<=50K
60,7th-8th,4,Divorsiado,Blanco,Female,United-States,40,<=50K
42,9th,5,Casado,Blanco,Male,United-States,40,<=50K
35,Assoc-acdm,12,Soltero,Blanco,Male,United-States,40,<=50K
48,HS-grad,9,Soltero,Negro,Female,United-States,37,<=50K
51,Masters,14,Casado,Blanco,Male,United-States,40,>50K
29,HS-grad,9,Soltero,Otro,Male,United-States,40,<=50K
36,HS-grad,9,Casado,Negro,Male,United-States,40,<=50K
17,10th,6,Soltero,Blanco,Female,United-States,21,<=50K
52,Masters,14,Divorsiado,Blanco,Female,United-States,60,<=50K
24,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
24,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
26,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
27,Bachelors,13,Soltero,Blanco,Female,United-States,20,<=50K
39,HS-grad,9,Soltero,Blanco,Male,United-States,60,<=50K
30,HS-grad,9,Casado,Negro,Male,United-States,45,<=50K
50,HS-grad,9,Casado,Blanco,Male,United-States,32,<=50K
52,Bachelors,13,Casado,Blanco,Male,United-States,55,<=50K
46,Prof-school,15,Casado,Blanco,Male,United-States,45,>50K
23,Bachelors,13,Soltero,Blanco,Female,United-States,20,<=50K
45,11th,7,Viudo,Negro,Female,United-States,20,<=50K
65,9th,5,Viudo,Negro,Female,United-States,24,<=50K
29,Assoc-voc,11,Casado,Blanco,Male,United-States,55,<=50K
47,9th,5,Casado,Blanco,Male,Otro,40,<=50K
30,HS-grad,9,Soltero,Negro,Male,United-States,60,<=50K
34,HS-grad,9,Casado,Blanco,Male,United-States,45,>50K
38,HS-grad,9,Casado,Blanco,Male,United-States,64,<=50K
33,Some-college,10,Casado,Blanco,Male,United-States,40,>50K
49,Bachelors,13,Casado,Blanco,Male,United-States,26,>50K
47,Some-college,10,Soltero,Negro,Female,United-States,40,<=50K
49,10th,6,Casado,Negro,Female,United-States,40,<=50K
43,Some-college,10,Casado,Blanco,Male,United-States,60,>50K
30,Bachelors,13,Casado,Negro,Female,United-States,40,>50K
58,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
19,HS-grad,9,Soltero,Blanco,Female,United-States,14,<=50K
21,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
33,Bachelors,13,Casado,Blanco,Male,United-States,60,>50K
47,5th-6th,3,Casado,Blanco,Male,Otro,50,<=50K
52,Doctorate,16,Casado,Blanco,Male,United-States,60,>50K
26,HS-grad,9,Divorsiado,Blanco,Male,United-States,55,<=50K
60,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
21,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
36,Some-college,10,Casado,Blanco,Male,United-States,50,>50K
31,Some-college,10,Casado,Blanco,Male,United-States,45,<=50K
50,Doctorate,16,Casado,Blanco,Male,United-States,40,>50K
31,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
71,HS-grad,9,Casado,Blanco,Male,United-States,15,<=50K
58,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
30,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
20,Some-college,10,Soltero,Blanco,Male,United-States,20,<=50K
24,HS-grad,9,Soltero,Blanco,Male,United-States,50,<=50K
35,Doctorate,16,Casado,Otro,Male,Otro,40,>50K
38,Some-college,10,Casado,Blanco,Female,United-States,45,<=50K
27,HS-grad,9,Soltero,Blanco,Female,United-States,32,<=50K
29,Some-college,10,Soltero,Otro,Female,Otro,40,<=50K
70,9th,5,Viudo,Blanco,Female,United-States,15,<=50K
34,HS-grad,9,Casado,Blanco,Male,United-States,45,<=50K
44,7th-8th,4,Casado,Blanco,Male,United-States,35,<=50K
43,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
44,12th,8,Casado,Negro,Male,United-States,40,>50K
35,Masters,14,Soltero,Blanco,Male,United-States,60,<=50K
27,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
43,Masters,14,Soltero,Blanco,Male,United-States,38,<=50K
20,Some-college,10,Soltero,Blanco,Female,United-States,25,<=50K
42,Assoc-acdm,12,Divorsiado,Blanco,Female,United-States,40,>50K
27,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
42,HS-grad,9,Casado,Negro,Male,United-States,40,>50K
20,11th,7,Casado,Otro,Female,Otro,40,<=50K
24,9th,5,Soltero,Blanco,Male,United-States,40,<=50K
48,Some-college,10,Divorsiado,Blanco,Male,United-States,40,<=50K
17,11th,7,Soltero,Blanco,Female,United-States,20,<=50K
17,11th,7,Soltero,Blanco,Male,United-States,10,<=50K
33,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
50,HS-grad,9,Casado,Blanco,Male,United-States,50,>50K
22,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
17,12th,8,Soltero,Blanco,Male,United-States,16,<=50K
32,Some-college,10,Casado,Blanco,Male,Otro,40,<=50K
31,HS-grad,9,Soltero,Blanco,Male,United-States,45,<=50K
58,HS-grad,9,Viudo,Blanco,Male,United-States,50,<=50K
29,HS-grad,9,Soltero,Blanco,Male,United-States,48,<=50K
37,Assoc-voc,11,Casado,Blanco,Male,Otro,40,>50K
34,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
23,Some-college,10,Casado,Negro,Male,United-States,40,<=50K
18,11th,7,Soltero,Blanco,Female,United-States,5,<=50K
34,HS-grad,9,Divorsiado,Blanco,Female,United-States,40,<=50K
66,7th-8th,4,Soltero,Blanco,Male,United-States,4,<=50K
45,Bachelors,13,Casado,Blanco,Female,United-States,55,<=50K
41,Masters,14,Soltero,Blanco,Male,Otro,35,<=50K
26,HS-grad,9,Soltero,Blanco,Male,United-States,30,<=50K
54,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
24,Some-college,10,Soltero,Negro,Female,United-States,45,<=50K
42,Some-college,10,Casado,Blanco,Male,United-States,50,<=50K
20,Some-college,10,Soltero,Blanco,Male,United-States,20,<=50K
23,Bachelors,13,Soltero,Blanco,Female,United-States,20,<=50K
25,Assoc-acdm,12,Soltero,Blanco,Male,United-States,45,<=50K
35,Masters,14,Soltero,Blanco,Male,United-States,60,>50K
31,Masters,14,Casado,Blanco,Male,United-States,40,>50K
30,Bachelors,13,Soltero,Blanco,Female,Otro,40,<=50K
19,HS-grad,9,Soltero,Blanco,Female,United-States,20,<=50K
36,Bachelors,13,Soltero,Blanco,Male,United-States,50,<=50K
31,Bachelors,13,Viudo,Blanco,Female,Otro,40,<=50K
21,Some-college,10,Soltero,Blanco,Male,United-States,30,<=50K
31,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
46,Doctorate,16,Divorsiado,Blanco,Female,United-States,65,>50K
44,Bachelors,13,Divorsiado,Blanco,Female,United-States,50,>50K
40,12th,8,Casado,Negro,Male,Otro,40,<=50K
45,Some-college,10,Soltero,Negro,Male,United-States,40,<=50K
60,HS-grad,9,Casado,Blanco,Male,United-States,35,<=50K
18,11th,7,Soltero,Blanco,Male,United-States,25,<=50K
28,Bachelors,13,Casado,Blanco,Male,United-States,40,<=50K
36,Some-college,10,Divorsiado,Negro,Female,United-States,40,<=50K
36,Bachelors,13,Casado,Blanco,Male,Otro,40,<=50K
40,Assoc-voc,11,Casado,Blanco,Male,United-States,40,<=50K
36,Bachelors,13,Divorsiado,Blanco,Female,Otro,35,<=50K
31,HS-grad,9,Casado,Negro,Female,United-States,40,<=50K
33,HS-grad,9,Casado,Blanco,Male,United-States,40,<=50K
19,HS-grad,9,Soltero,Blanco,Female,United-States,40,<=50K
22,Some-college,10,Soltero,Blanco,Female,United-States,15,<=50K
34,Bachelors,13,Casado,Blanco,Male,United-States,45,>50K
33,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
41,HS-grad,9,Casado,Blanco,Male,United-States,60,<=50K
29,Bachelors,13,Soltero,Blanco,Male,United-States,40,<=50K
50,HS-grad,9,Casado,Blanco,Male,United-States,42,>50K
42,Bachelors,13,Casado,Blanco,Male,United-States,45,>50K
43,Bachelors,13,Soltero,Blanco,Male,Otro,40,>50K
44,HS-grad,9,Casado,Blanco,Female,United-States,40,<=50K
20,Some-college,10,Soltero,Blanco,Female,United-States,20,<=50K
31,HS-grad,9,Casado,Blanco,Male,Otro,40,<=50K
65,11th,7,Casado,Blanco,Male,Otro,59,>50K
23,Some-college,10,Soltero,Blanco,Female,United-States,24,<=50K
55,Some-college,10,Divorsiado,Otro,Female,United-States,40,<=50K
26,Assoc-voc,11,Casado,Blanco,Male,United-States,45,<=50K
25,Assoc-voc,11,Soltero,Blanco,Female,United-States,15,<=50K
45,Some-college,10,Casado,Negro,Female,United-States,40,<=50K
35,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
36,Some-college,10,Soltero,Negro,Female,United-States,36,<=50K
43,Bachelors,13,Casado,Blanco,Male,United-States,50,<=50K
56,HS-grad,9,Viudo,Negro,Female,United-States,20,<=50K
42,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
19,Some-college,10,Soltero,Blanco,Female,United-States,25,<=50K
55,HS-grad,9,Casado,Blanco,Male,United-States,72,<=50K
42,Masters,14,Soltero,Blanco,Female,United-States,50,>50K
26,Assoc-voc,11,Soltero,Blanco,Male,United-States,40,<=50K
17,12th,8,Soltero,Blanco,Male,United-States,20,<=50K
42,Bachelors,13,Casado,Blanco,Female,United-States,40,>50K
55,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
32,Some-college,10,Soltero,Negro,Female,United-States,40,<=50K
29,11th,7,Soltero,Negro,Male,Otro,40,<=50K
46,Bachelors,13,Casado,Blanco,Male,United-States,37,<=50K
29,Bachelors,13,Casado,Blanco,Male,United-States,40,>50K
22,Bachelors,13,Soltero,Blanco,Male,United-States,20,<=50K
58,10th,6,Casado,Blanco,Male,United-States,40,<=50K
23,HS-grad,9,Soltero,Blanco,Male,United-States,50,<=50K
39,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
27,Assoc-voc,11,Soltero,Blanco,Male,United-States,38,<=50K
54,HS-grad,9,Casado,Blanco,Male,United-States,40,>50K
33,Bachelors,13,Soltero,Blanco,Female,United-States,45,<=50K
46,HS-grad,9,Casado,Blanco,Female,United-States,40,>50K
37,HS-grad,9,Soltero,Negro,Male,United-States,40,<=50K
36,HS-grad,9,Soltero,Blanco,Female,United-States,18,<=50K
59,HS-grad,9,Casado,Blanco,Female,United-States,38,>50K
34,HS-grad,9,Divorsiado,Blanco,Male,Otro,40,<=50K
53,Doctorate,16,Casado,Blanco,Male,United-States,70,>50K
51,Bachelors,13,Soltero,Blanco,Male,United-States,55,>50K
32,10th,6,Casado,Blanco,Female,United-States,42,<=50K
31,Some-college,10,Casado,Blanco,Male,United-States,40,<=50K
22,Some-college,10,Casado,Blanco,Female,Otro,30,<=50K
47,Bachelors,13,Divorsiado,Blanco,Female,United-States,50,<=50K
32,HS-grad,9,Soltero,Blanco,Male,United-States,40,<=50K
26,Some-college,10,Soltero,Blanco,Female,United-States,38,<=50K
37,5th-6th,3,Casado,Blanco,Male,Otro,32,<=50K
31,HS-grad,9,Divorsiado,Blanco,Male,United-States,55,<=50K
37,Assoc-voc,11,Casado,Blanco,Female,United-States,24,>50K
55,HS-grad,9,Soltero,Blanco,Male,United-States,38,<=50K
23,Assoc-voc,11,Divorsiado,Blanco,Male,United-States,56,<=50K
36,Some-college,10,Divorsiado,Blanco,Female,United-States,40,<=50K
34,Masters,14,Casado,Blanco,Male,Otro,40,<=50K
43,Bachelors,13,Casado,Blanco,Male,United-States,50,>50K
54,Some-college,10,Soltero,Blanco,Male,United-States,40,<=50K
43,Some-college,10,Casado,Blanco,Male,Otro,40,<=50K
28,Assoc-voc,11,Soltero,Blanco,Female,United-States,42,<=50K
40,Assoc-voc,11,Casado,Blanco,Male,United-States,50,>50K
41,Some-college,10,Casado,Blanco,Male,United-States,60,<=50K
40,Bachelors,13,Soltero,Otro,Female,United-States,55,>50K
42,Some-college,10,Divorsiado,Negro,Female,United-States,38,<=50K
61,HS-grad,9,Casado,Blanco,Male,United-States,50,<=50K
